Company,Model,Location,Year,Kilometers_Driven,Power_bhp,Mileage_n,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,No_Year,Engine_CC
Toyota,Corolla,Ahmedabad,2012,52100,108.5,21.5,Diesel,Manual,First,5,19.27 Lakh,6.5,8,1364
Hyundai,Grand i10,Jaipur,2018,10000,68.05,20,Petrol,Manual,First,5,6.96 Lakh,5.85,2,1197
Jeep,Compass,Coimbatore,2019,6261,300,17.85,Diesel,Manual,First,5,26.95 Lakh,23.91,1,1956
Maruti,Ignis,Coimbatore,2019,3906,126.2,17.01,Petrol,Automatic,First,5,7.96 Lakh,7.36,1,1197
Toyota,Innova,Mumbai,2017,38000,174.57,13.8,Diesel,Manual,First,7,23.06 Lakh,17.65,3,2393
Toyota,Platinum,Hyderabad,2015,150000,91.1,20.73,Diesel,Manual,First,5,9.58 Lakh,6,5,1364
Toyota,Innova,Delhi,2017,18000,81.8,20.89,Diesel,Automatic,First,8,20.8 Lakh,18.25,3,2755
Nissan,Micra,Ahmedabad,2016,41000,171.5,11.36,Petrol,Manual,First,5,6.78 Lakh,4.25,4,1198
Jeep,Compass,Hyderabad,2017,37000,88.2,16.1,Diesel,Manual,First,5,19.91 Lakh,16.9,3,1956
Tata,Zest,Pune,2017,72000,74,22.9,Diesel,Manual,First,5,8.93 Lakh,5,3,1248
Maruti,Dzire,Hyderabad,2013,34900,67.04,19.69,Petrol,Manual,First,5,7.97 Lakh,5.49,7,1197
Maruti,Wagon R,Mumbai,2014,25422,82,18.9,Petrol,Manual,First,5,5.04 Lakh,3.25,6,998
Maruti,Ertiga,Mumbai,2018,14000,74,22.95,Diesel,Manual,First,7,11.66 Lakh,9.25,2,1248
Mahindra,KUV,Kolkata,2017,43000,89.84,22.7,Petrol,Manual,First,5,7.35 Lakh,4.5,3,1198
Maruti,Swift,Pune,2010,68000,121.3,13,Petrol,Manual,First,5,6.99 Lakh,2.8,10,1197
Jeep,Compass,Pune,2018,16039,170,13.2,Diesel,Manual,First,5,23.89 Lakh,18.5,2,1956
Maruti,Swift,Hyderabad,2016,52000,66.1,19,Diesel,Manual,First,5,7.27 Lakh,5.95,4,1248
Maruti,Swift,Kochi,2015,53500,112,12.6,Diesel,Manual,First,5,7.88 Lakh,5.36,5,1248
Hyundai,Xcent,Mumbai,2016,50000,73.94,23.2,Diesel,Manual,First,5,8.84 Lakh,3.5,4,1186
BMW,3 Series,Delhi,2019,87000,203,14.21,Diesel,Automatic,First,5,52.46 Lakh,6.67,1,1995
Mahindra,Xylo,Coimbatore,2016,93166,73.9,22.07,Diesel,Manual,Second,7,11.67 Lakh,5.85,4,2179
Toyota,Corolla,Kolkata,2018,5000,70,15.6,Petrol,Automatic,First,5,22.37 Lakh,16.95,2,1798
Skoda,Rapid,Mumbai,2015,39822,74,16.47,Petrol,Manual,First,5,12.02 Lakh,4.68,5,1598
Renault,KWID,Kochi,2017,24214,103.52,15,Petrol,Manual,Second,5,3.95 Lakh,3.46,3,799
BMW,3 Series,Coimbatore,2013,85846,118.3,14.02,Diesel,Automatic,First,5,48.79 Lakh,13.08,7,1995
Maruti,Alto,Kochi,2018,44202,80,18.5,CNG,Manual,First,4,4.66 Lakh,4,2,998
Maruti,Vitara,Kochi,2017,35981,35,14,Diesel,Manual,First,5,11.29 Lakh,9.51,3,1248
Maruti,Wagon R,Delhi,2014,74663,126.2,17.01,CNG,Manual,First,5,5.35 Lakh,3.25,6,998
Porsche,Cayenne,Kochi,2019,14298,102,12.8,Petrol,Automatic,First,5,1.36 Cr,2.02,1,2995
Honda,Brio,Mumbai,2015,22000,184,17.05,Petrol,Manual,First,5,6.23 Lakh,3.95,5,1198
Hyundai,Grand i10,Coimbatore,2019,12153,68.05,19.81,Petrol,Automatic,First,5,7.98 Lakh,6.84,1,1197
Audi,A4,Kochi,2017,61221,60,17.3,Petrol,Automatic,First,5,47.16 Lakh,21.73,3,1395
Mini,Cooper,Kochi,2019,14857,148,14.1,Diesel,Automatic,First,5,41.98 Lakh,31.55,1,1496
Ford,Endeavour,Coimbatore,2019,14648,80,17,Diesel,Manual,First,7,35.29 Lakh,27.36,1,2198
Tata,Zest,Kochi,2017,48198,187.7,16.36,Petrol,Manual,First,5,7.63 Lakh,4.65,3,1193
Maruti,Dzire,Pune,2012,150000,85.8,19.1,Diesel,Manual,Third,5,7.91 Lakh,2.25,8,1248
Maruti,Eeco,Ahmedabad,2015,47001,47.3,22.74,CNG,Manual,First,5,5.36 Lakh,3.72,5,1196
Maruti,Wagon R,Chennai,2014,52000,113.98,20.7,Petrol,Manual,First,5,5.51 Lakh,3.45,6,998
Hyundai,Grand i10,Coimbatore,2017,62788,82.4,18.2,Petrol,Manual,First,5,8.1 Lakh,6.08,3,1197
Toyota,Innova,Pune,2018,20300,163.7,17.3,Diesel,Automatic,First,7,20.97 Lakh,18,2,2755
Mini,Cooper,Kochi,2015,27641,126.32,22.32,Diesel,Automatic,Second,4,34.89 Lakh,24.77,5,1496
Mahindra,XUV500,Delhi,2018,9000,73.9,16.47,Diesel,Manual,First,7,16.4 Lakh,13,2,2179
BMW,7 Series,Kolkata,2012,41100,130.2,14.8,Diesel,Automatic,First,5,1.66 Cr,26.5,8,2993
Honda,City,Mumbai,2015,19000,121.3,13,Petrol,Automatic,First,5,15.29 Lakh,8.95,5,1497
Honda,City,Jaipur,2017,35000,138.03,14.28,Petrol,Automatic,First,5,14.67 Lakh,7.7,3,1497
Honda,City,Mumbai,2017,11000,261.49,16.77,Petrol,Manual,First,5,12.57 Lakh,8.5,3,1497
Nissan,Micra,Chennai,2012,93450,73.9,19.3,Diesel,Manual,Second,5,9.48 Lakh,2.5,8,1461
Maruti,Dzire,Ahmedabad,2013,56454,117.3,17.4,Diesel,Manual,First,5,8.95 Lakh,4.65,7,1248
Jeep,Compass,Kolkata,2017,15050,83.1,14.07,Diesel,Manual,First,5,23.19 Lakh,17.5,3,1956
Ford,Freestyle,Kolkata,2018,8896,168.5,12.55,Petrol,Manual,First,5,8.24 Lakh,7.34,2,1194
Honda,Jazz,Mumbai,2016,31378,203,14.21,Petrol,Manual,First,5,8.71 Lakh,5.9,4,1199
Audi,Q3,Mumbai,2017,31000,73.75,28.4,Diesel,Automatic,First,5,44.75 Lakh,27,3,1968
Mercedes-Benz,E-Class,Kolkata,2015,7501,88.7,18.7,Petrol,Automatic,First,4,87.57 Lakh,48,5,2996
Mercedes-Benz,GLE,Coimbatore,2018,29277,73.9,16.47,Diesel,Automatic,First,5,95.13 Lakh,59.65,2,2987
Maruti,Baleno,Coimbatore,2018,34630,102,12.8,Petrol,Automatic,First,5,8.57 Lakh,7.29,2,1197
Mini,Cooper,Kochi,2016,32298,88.7,18.2,Diesel,Automatic,First,4,35 Lakh,23.8,4,1496
Ford,Aspire,Kolkata,2018,17000,62.1,17.92,Diesel,Manual,First,5,7.56 Lakh,5.65,2,1498
Mercedes-Benz,CLA,Kochi,2019,29836,86.8,19.4,Diesel,Automatic,First,5,43.07 Lakh,25.75,1,2143
Toyota,Etios,Delhi,2013,84000,100,18.49,Diesel,Manual,First,5,7.83 Lakh,3.85,7,1364
Maruti,Celerio,Chennai,2015,55000,86.8,18.16,Petrol,Automatic,First,5,6 Lakh,3.5,5,998
Honda,City,Mumbai,2017,7500,53.3,25.17,Petrol,Manual,First,5,13.76 Lakh,11.15,3,1497
Renault,Duster,Jaipur,2016,68163,82,16.9,Diesel,Automatic,First,5,14.11 Lakh,8.9,4,1461
Maruti,Vitara,Kochi,2017,35384,88.8,21.9,Diesel,Manual,First,5,9.12 Lakh,8.61,3,1248
Ford,EcoSport,Coimbatore,2018,32189,184,17.05,Diesel,Manual,First,5,11.2 Lakh,9.25,2,1498
BMW,3 Series,Mumbai,2010,67000,121.4,17.1,Diesel,Automatic,Second,5,47.87 Lakh,9.25,10,1995
Maruti,Vitara,Coimbatore,2018,52380,88.7,19,Diesel,Manual,First,5,12.47 Lakh,10.15,2,1248
Toyota,Etios,Chennai,2011,42000,63,13.6,Petrol,Manual,Second,5,6.51 Lakh,3.75,9,1197
Honda,WRV,Ahmedabad,2017,32248,75,18.06,Petrol,Manual,First,5,10.32 Lakh,8.25,3,1199
Hyundai,Grand i10,Bangalore,2014,61325,108.5,19.01,Petrol,Manual,First,5,8.1 Lakh,4.4,6,1197
Honda,Amaze,Jaipur,2014,69000,102,12.8,Petrol,Manual,First,5,7.52 Lakh,4.5,6,1199
Volkswagen,Vento,Hyderabad,2016,45492,73.9,16.47,Diesel,Automatic,First,5,15.68 Lakh,10.3,4,1498
Hyundai,Grand i10,Coimbatore,2014,33496,108.45,19.01,Petrol,Manual,First,5,7.45 Lakh,5.5,6,1197
BMW,5 Series,Delhi,2013,65000,126.24,22.7,Diesel,Automatic,First,5,67.87 Lakh,21.26,7,1995
Toyota,Corolla,Bangalore,2016,16471,160,14.3,Petrol,Manual,Second,5,20.48 Lakh,11.5,4,1798
Honda,City,Pune,2018,4500,140,16.55,Petrol,Automatic,First,5,15.17 Lakh,12.5,2,1497
Renault,Duster,Coimbatore,2017,42646,88.5,24.52,Diesel,Automatic,First,5,15.05 Lakh,12.46,3,1461
Maruti,Swift,Jaipur,2015,63310,190,22.48,Diesel,Manual,First,5,8.13 Lakh,5.1,5,1248
Honda,Jazz,Hyderabad,2015,37000,82,18.15,Petrol,Manual,First,5,8.79 Lakh,6.3,5,1199
Nissan,Terrano,Hyderabad,2013,65280,140,16,Diesel,Manual,First,5,14.72 Lakh,5.8,7,1461
Jeep,Compass,Jaipur,2017,45000,,18.48,Diesel,Manual,First,5,25.54 Lakh,20,3,1956
Honda,City,Pune,2017,42000,181,16.07,Diesel,Manual,First,5,16.84 Lakh,12,3,1498
Hyundai,Grand i10,Chennai,2018,48000,169,11.5,Diesel,Manual,First,5,8.28 Lakh,5.95,2,1186
Toyota,Innova,Coimbatore,2019,33598,82,18.9,Diesel,Manual,First,7,23.94 Lakh,22.2,1,2393
Mercedes-Benz,CLA,Kochi,2019,13414,140,16,Diesel,Automatic,First,5,43.07 Lakh,30.77,1,2143
Mahindra,KUV,Jaipur,2018,15900,140,16,Petrol,Manual,First,6,7.88 Lakh,6.25,2,1198
Audi,A6,Coimbatore,2017,36824,120,15.4,Diesel,Automatic,First,5,69.37 Lakh,39.84,3,1968
Maruti,Baleno,Kolkata,2016,20000,105.5,17.43,Petrol,Automatic,First,5,9.04 Lakh,5.74,4,1197
BMW,3 Series,Ahmedabad,2016,27000,138.03,16.96,Diesel,Automatic,First,5,55.07 Lakh,35,4,1995
Maruti,Dzire,Chennai,2017,19000,68.05,20,Diesel,Automatic,First,5,10.97 Lakh,8.9,3,1248
Jeep,Compass,Kochi,2018,42203,103.6,15.04,Diesel,Manual,First,5,21.72 Lakh,19.46,2,1956
Tata,Nexon,Kolkata,2018,4900,88.5,23.65,Diesel,Manual,First,5,11.47 Lakh,9.22,2,1497
Renault,KWID,Pune,2018,5000,85,16.1,Petrol,Manual,First,5,4.9 Lakh,3.5,2,799
Toyota,Fortuner,Kochi,2011,169006,88.8,20.77,Diesel,Manual,First,7,36.69 Lakh,10.64,9,2755
Honda,Jazz,Mumbai,2017,17978,134,12.4,Petrol,Automatic,First,5,10.1 Lakh,6.95,3,1199
Maruti,S-Cross,Kolkata,2016,45296,118,17,Diesel,Manual,First,5,12.53 Lakh,6.99,4,1248
Tata,Hexa,Pune,2017,39800,,10.8,Diesel,Manual,First,7,20.87 Lakh,14.25,3,2179
Maruti,Eeco,Coimbatore,2016,42225,67,17.8,Petrol,Manual,First,7,4.98 Lakh,4.3,4,1196
Maruti,Ignis,Kochi,2019,12076,71,24.4,Petrol,Manual,First,5,5.9 Lakh,5.5,1,1197
Volkswagen,Polo,Coimbatore,2017,50534,71,24.4,Petrol,Automatic,First,5,11.66 Lakh,8.27,3,1197
BMW,5 Series,Ahmedabad,2010,46000,180,10.2,Diesel,Automatic,First,5,63.71 Lakh,16.5,10,1995
Mercedes-Benz,GLC,Coimbatore,2019,29311,88.73,20.14,Diesel,Automatic,First,5,64.57 Lakh,50.97,1,2143
BMW,3 Series,Mumbai,2016,31000,81.8,20.89,Diesel,Automatic,First,5,60.88 Lakh,29.95,4,1995
Ford,EcoSport,Pune,2017,14000,117.3,18,Petrol,Automatic,First,5,13.23 Lakh,9.99,3,1497
Maruti,Vitara,Ahmedabad,2017,33000,140,16.55,Diesel,Manual,First,5,11.06 Lakh,9.25,3,1248
Nissan,Terrano,Mumbai,2013,60000,98.6,24.2,Diesel,Manual,Second,5,17.21 Lakh,5.45,7,1461
Maruti,Celerio,Coimbatore,2017,35225,126.2,17.01,Petrol,Automatic,First,5,6.56 Lakh,5.25,3,998
BMW,3 Series,Hyderabad,2010,80000,74,26.59,Diesel,Automatic,First,5,47.2 Lakh,14.2,10,1995
Hyundai,Grand i10,Coimbatore,2016,29091,102,12.8,Petrol,Manual,First,5,6.82 Lakh,4.87,4,1197
Maruti,Vitara,Coimbatore,2017,26927,100,13,Diesel,Manual,First,5,12.56 Lakh,11.39,3,1248
Maruti,Vitara,Delhi,2016,35299,47.3,24.7,Diesel,Manual,First,5,10.14 Lakh,8,4,1248
Land,Rover,Kochi,2015,38467,168.5,12.55,Diesel,Automatic,First,5,1.6 Cr,70.66,5,2993
Maruti,Alto,Mumbai,2017,12000,190,22.69,Petrol,Manual,First,5,4.82 Lakh,3.25,3,998
Maruti,Ciaz,Kochi,2018,10575,46.3,19.7,Petrol,Manual,First,5,11.11 Lakh,9.18,2,1462
Maruti,Wagon R,Kochi,2015,49818,70,24,Petrol,Manual,First,5,5.44 Lakh,4.11,5,1197
Toyota,Innova,Kochi,2017,26023,184,17.05,Diesel,Automatic,First,7,26.55 Lakh,19.97,3,2755
Maruti,Swift,Pune,2014,115000,157.75,13.7,Diesel,Manual,First,5,8.26 Lakh,4.5,6,1248
Tata,Zest,Bangalore,2017,27768,108.45,20.37,Diesel,Manual,First,5,10.06 Lakh,5.85,3,1248
Maruti,Alto,Chennai,2011,28300,174.3,14.16,Petrol,Manual,First,5,4.5 Lakh,2.15,9,998
Audi,A6,Delhi,2018,22000,98.6,24.2,Petrol,Automatic,First,5,56.97 Lakh,41.5,2,1798
Maruti,Vitara,Coimbatore,2018,28741,82,18.9,Diesel,Manual,First,5,12.56 Lakh,11,2,1248
Hyundai,Verna,Kolkata,2018,5000,179.5,12.4,Petrol,Manual,First,5,11.19 Lakh,8.7,2,1591
Maruti,Ertiga,Hyderabad,2016,42000,81.83,18.6,Diesel,Manual,First,7,13.33 Lakh,9.9,4,1248
Hyundai,Verna,Kochi,2012,32542,67.1,24.07,Petrol,Manual,First,5,11.67 Lakh,5.77,8,1591
BMW,3 Series,Kochi,2012,55598,82,19.1,Diesel,Automatic,First,5,47.87 Lakh,11.5,8,1995
Maruti,Dzire,Jaipur,2013,77084,117.3,17.4,Diesel,Manual,First,5,8.75 Lakh,4.95,7,1248
Toyota,Innova,Chennai,2016,40000,,19.5,Diesel,Automatic,First,8,21.1 Lakh,16.45,4,2755
Maruti,Baleno,Mumbai,2018,2000,118,17,Diesel,Manual,First,5,10.28 Lakh,8.7,2,1248
Skoda,Superb,Mumbai,2016,14500,88.73,16.78,Petrol,Automatic,First,5,33.36 Lakh,20.75,4,1798
Maruti,Ciaz,Mumbai,2017,19416,37,16.1,Petrol,Manual,First,5,11.56 Lakh,8.25,3,1462
Toyota,Innova,Pune,2016,50296,74,27.39,Diesel,Automatic,Second,7,27.07 Lakh,19,4,2755
Jeep,Compass,Kochi,2018,26101,168.5,12.55,Diesel,Manual,First,5,21.38 Lakh,17.55,2,1956
Maruti,Alto,Pune,2016,7000,103.6,17.21,Petrol,Manual,First,5,4.36 Lakh,3,4,998
Honda,Jazz,Mumbai,2018,3000,85.8,17.5,Petrol,Automatic,First,5,10.81 Lakh,8.25,2,1199
Nissan,Sunny,Coimbatore,2012,50297,210,13,Petrol,Manual,First,5,8.55 Lakh,4.69,8,1498
Toyota,Corolla,Chennai,2009,32000,181,16.07,Petrol,Manual,Second,5,22.66 Lakh,4.95,11,1798
Maruti,Alto,Jaipur,2016,51264,68.05,20,Petrol,Manual,First,5,4.24 Lakh,3.2,4,998
Mercedes-Benz,CLA,Delhi,2016,40000,88.76,21.9,Petrol,Automatic,First,5,41.02 Lakh,24.5,4,1991
Hyundai,Creta,Kolkata,2018,14000,88.76,21.9,Diesel,Automatic,First,5,17 Lakh,11.25,2,1582
Audi,RS5,Mumbai,2013,23312,66.1,19,Petrol,Automatic,First,4,1.28 Cr,40.5,7,2894
BMW,5 Series,Coimbatore,2014,60280,103.6,15.04,Diesel,Automatic,First,5,63.71 Lakh,22.45,6,1995
Land,Rover,Hyderabad,2017,25000,78,16.4,Diesel,Automatic,First,5,2.3 Cr,160,3,2993
Maruti,Baleno,Coimbatore,2018,26731,174.33,15.73,Petrol,Manual,First,5,10.89 Lakh,8.61,2,998
Toyota,Camry,Coimbatore,2017,23249,107.3,15,Petrol,Automatic,First,5,40.62 Lakh,26.11,3,2487
Hyundai,Grand i10,Delhi,2018,10000,68,16.8,Petrol,Manual,First,5,7.54 Lakh,6.5,2,1197
Skoda,Superb,Coimbatore,2016,54253,86.7,15.5,Petrol,Automatic,First,5,30.19 Lakh,16.81,4,1798
Maruti,Wagon R,Pune,2014,38958,88.5,26.21,Petrol,Manual,First,5,5.56 Lakh,3.41,6,998
Datsun,redi-GO,Chennai,2016,26239,81.86,18.9,Petrol,Manual,First,5,4.43 Lakh,2.75,4,799
Toyota,Fortuner,Coimbatore,2019,56251,174.3,14.16,Diesel,Manual,First,7,37.17 Lakh,35.82,1,2755
Honda,BR-V,Bangalore,2016,34004,175.56,13.5,Petrol,Manual,First,7,12.9 Lakh,8.02,4,1497
Maruti,Wagon R,Mumbai,2014,47200,103.3,15.5,CNG,Manual,First,5,5.58 Lakh,2.85,6,998
Maruti,Dzire,Kochi,2017,54758,177.5,14.7,Diesel,Manual,First,5,8.58 Lakh,6.67,3,1248
Toyota,Innova,Bangalore,2017,53841,272,10.93,Diesel,Automatic,First,7,28.05 Lakh,20.5,3,2755
Hyundai,Creta,Kochi,2017,47183,78.9,20.36,Petrol,Manual,Second,5,15.86 Lakh,11.31,3,1591
Datsun,redi-GO,Kochi,2018,6279,118,17,Petrol,Manual,First,5,4.05 Lakh,3.6,2,799
Hyundai,Creta,Coimbatore,2017,101065,157.7,10.5,Diesel,Manual,First,5,19.18 Lakh,11.45,3,1582
Maruti,Baleno,Kochi,2017,15134,75,17.8,Petrol,Manual,First,5,7.36 Lakh,6.37,3,1197
Maruti,Ertiga,Chennai,2016,86000,67.04,20.51,Diesel,Manual,Second,7,10.99 Lakh,8.2,4,1248
Honda,City,Kolkata,2015,39000,126.32,22.32,Diesel,Manual,First,5,12.23 Lakh,5.49,5,1498
Volkswagen,Vento,Jaipur,2016,33000,83.1,21.4,Petrol,Manual,First,5,11.63 Lakh,7.7,4,1598
Hyundai,Verna,Bangalore,2014,46676,138.03,16.96,Petrol,Manual,First,5,12.27 Lakh,7.75,6,1591
Maruti,Alto,Kochi,2014,51349,100,21.1,Petrol,Manual,First,5,3.91 Lakh,2.93,6,998
Audi,Q3,Coimbatore,2018,22060,98.6,25.6,Diesel,Automatic,First,5,44.8 Lakh,32.73,2,1968
Audi,A4,Kochi,2015,13506,103.5,16.09,Diesel,Automatic,First,5,50.4 Lakh,21.66,5,1968
Renault,KWID,Mumbai,2016,16000,117.3,17.4,Petrol,Manual,First,5,4.78 Lakh,2.99,4,799
Honda,Amaze,Kolkata,2013,32576,108.45,19.72,Petrol,Manual,First,5,7.36 Lakh,3.15,7,1199
Datsun,redi-GO,Coimbatore,2017,27509,53.3,25.17,Petrol,Manual,First,5,4.04 Lakh,3.31,3,799
Skoda,Superb,Mumbai,2016,53000,210,13,Petrol,Automatic,First,5,33.36 Lakh,17.85,4,1798
Toyota,Innova,Delhi,2016,42000,116.3,15.6,Diesel,Automatic,First,7,26.55 Lakh,19.6,4,2755
Maruti,Wagon R,Mumbai,2018,1997,218,9,Petrol,Automatic,First,5,6.14 Lakh,4.45,2,998
Maruti,Vitara,Pune,2016,47300,177.46,14.67,Diesel,Manual,First,5,11.96 Lakh,8.85,4,1248
Maruti,Ertiga,Coimbatore,2014,53817,53.3,25.17,Diesel,Manual,First,7,11.44 Lakh,7.56,6,1248
Toyota,Innova,Ahmedabad,2016,42388,94,13.2,Diesel,Automatic,First,7,24.63 Lakh,18,4,2755
BMW,X1,Kolkata,2017,27001,138.1,17.2,Diesel,Automatic,First,5,50.26 Lakh,29,3,1995
Hyundai,Grand i10,Coimbatore,2017,38712,68.05,19.81,Petrol,Manual,First,5,7.45 Lakh,5.87,3,1197
Maruti,Swift,Ahmedabad,2018,2000,171.5,11.36,Petrol,Manual,First,5,8.16 Lakh,7.75,2,1197
Toyota,Innova,Coimbatore,2019,31271,168.7,12.55,Diesel,Manual,First,8,24.01 Lakh,21.42,1,2393
Skoda,Rapid,Mumbai,2012,54500,86.7,17.8,Diesel,Manual,First,5,13.72 Lakh,4.1,8,1498
Toyota,Innova,Ahmedabad,2016,54000,241.4,12.07,Diesel,Manual,First,7,23.14 Lakh,16.5,4,2393
Tata,Tiago,Hyderabad,2017,16500,147.8,13.68,Petrol,Manual,First,5,6.29 Lakh,5,3,1199
Honda,Amaze,Jaipur,2018,6000,270.9,14.74,Petrol,Manual,First,5,8.18 Lakh,6.7,2,1199
Maruti,Wagon R,Mumbai,2010,12000,91.1,20.73,Petrol,Manual,First,5,5.04 Lakh,2.45,10,998
Hyundai,Grand i10,Kolkata,2018,4500,184,19.59,Petrol,Manual,First,5,6.4 Lakh,4.8,2,1197
Mahindra,Verito,Chennai,2016,50000,86.7,18,Electric,Automatic,First,5,13.58 Lakh,13,4,72
Hyundai,Grand i10,Kochi,2017,51223,110.4,15.85,Petrol,Manual,First,5,7.48 Lakh,5.66,3,1197
Ford,Mustang,Kochi,2018,21290,170,15.8,Petrol,Automatic,First,4,83.92 Lakh,56.8,2,4951
Toyota,Innova,Kochi,2019,14076,108.5,20,Diesel,Automatic,First,7,20.74 Lakh,19.4,1,2755
Hyundai,Grand i10,Hyderabad,2017,22500,97.7,16.95,Petrol,Manual,First,5,7.82 Lakh,5.99,3,1197
Honda,Amaze,Kolkata,2013,46500,69,25,Diesel,Manual,First,5,8.54 Lakh,3.3,7,1498
Maruti,Wagon R,Jaipur,2017,39867,81.86,18.9,Petrol,Manual,First,5,5.44 Lakh,4.5,3,998
Skoda,Superb,Mumbai,2015,19000,64,18.2,Diesel,Automatic,First,5,36.94 Lakh,15.5,5,1968
Volkswagen,Vento,Kolkata,2012,34000,83.8,19.87,Diesel,Manual,First,5,11.16 Lakh,3.4,8,1498
Hyundai,Verna,Kochi,2016,52378,67.04,23.1,Petrol,Manual,First,5,13.6 Lakh,7.97,4,1591
Maruti,Dzire,Kochi,2018,64035,88.2,16.1,Diesel,Automatic,First,5,10.7 Lakh,8.55,2,1248
Maruti,Eeco,Chennai,2016,55000,170,14.84,Petrol,Manual,First,7,4.87 Lakh,3.75,4,1196
Mitsubishi,Pajero,Coimbatore,2015,53497,73.75,28.4,Diesel,Manual,First,7,34.6 Lakh,16.42,5,2477
Mercedes-Benz,GLE,Chennai,2016,29000,171,11.5,Diesel,Automatic,First,5,92.79 Lakh,65,4,2987
Maruti,Wagon R,Kolkata,2017,17000,108.45,19.01,Petrol,Automatic,First,5,5.8 Lakh,3.95,3,998
BMW,3 Series,Mumbai,2011,51000,187.7,16.36,Diesel,Automatic,First,5,47.87 Lakh,10.5,9,1995
BMW,5 Series,Coimbatore,2011,51602,175.56,13.5,Diesel,Automatic,First,5,63.71 Lakh,17.27,9,1995
BMW,3 Series,Pune,2016,70000,102,12.8,Diesel,Automatic,Second,5,62.11 Lakh,27,4,1995
Honda,Jazz,Kochi,2017,36973,67,22.5,Petrol,Manual,First,5,8.71 Lakh,6.8,3,1199
Maruti,Wagon R,Mumbai,2014,43628,90,16,Petrol,Manual,First,5,5.61 Lakh,3.16,6,998
Maruti,Vitara,Chennai,2018,3300,97.7,16.95,Diesel,Automatic,First,5,12.88 Lakh,11.5,2,1248
Maruti,Alto,Delhi,2016,35027,67.1,24.07,Petrol,Manual,First,5,3.91 Lakh,3,4,998
Maruti,Vitara,Bangalore,2017,45000,37.48,25.4,Diesel,Manual,First,5,11 Lakh,9.75,3,1248
BMW,X1,Coimbatore,2019,15456,55.2,21.1,Diesel,Automatic,First,5,48.18 Lakh,36.64,1,1995
Hyundai,Grand i10,Kochi,2015,81828,80,18.5,Diesel,Manual,First,5,8.68 Lakh,5.43,5,1186
